fold,cutoff,series_id,model,sMAPE,MAE,RMSE,sMAPE_baseline,MAE_baseline,RMSE_baseline
3,2023-12-18,S003_P0007,TimesFM,tensor(54.9020),tensor(146.1729),tensor(159.8479),tensor(58.3539),tensor(153.3673),tensor(173.0323)
3,2023-12-18,S003_P0008,TimesFM,tensor(27.1331),tensor(85.2571),tensor(98.8799),tensor(24.6317),tensor(77.3878),tensor(85.4926)
3,2023-12-18,S003_P0009,TimesFM,tensor(26.5813),tensor(54.5545),tensor(81.2850),tensor(44.3947),tensor(116.8571),tensor(137.7416)
3,2023-12-18,S003_P0010,TimesFM,tensor(39.6431),tensor(93.6785),tensor(99.5486),tensor(46.0610),tensor(114.4082),tensor(123.0352)
3,2023-12-18,S003_P0011,TimesFM,tensor(46.3421),tensor(98.8259),tensor(119.5768),tensor(56.4729),tensor(135.5510),tensor(157.9486)
3,2023-12-18,S003_P0012,TimesFM,tensor(36.7586),tensor(97.0973),tensor(115.3014),tensor(38.5973),tensor(101.8979),tensor(118.6780)
3,2023-12-18,S003_P0013,TimesFM,tensor(40.3801),tensor(119.4552),tensor(134.9102),tensor(39.5495),tensor(120.2449),tensor(137.1847)
3,2023-12-18,S003_P0014,TimesFM,tensor(35.6696),tensor(115.7477),tensor(129.1480),tensor(25.8084),tensor(85.0816),tensor(101.7140)
3,2023-12-18,S003_P0015,TimesFM,tensor(59.5431),tensor(117.2140),tensor(142.3778),tensor(61.3144),tensor(124.0000),tensor(150.3818)
3,2023-12-18,S003_P0016,TimesFM,tensor(56.2515),tensor(113.8943),tensor(140.8696),tensor(59.5224),tensor(112.7551),tensor(125.7217)
3,2023-12-18,S003_P0017,TimesFM,tensor(21.0144),tensor(50.5422),tensor(60.9458),tensor(12.9997),tensor(28.9388),tensor(33.8966)
3,2023-12-18,S003_P0018,TimesFM,tensor(52.1675),tensor(129.9214),tensor(134.9685),tensor(52.1346),tensor(131.5918),tensor(139.2625)
3,2023-12-18,S003_P0019,TimesFM,tensor(30.6407),tensor(77.7529),tensor(96.0665),tensor(36.0367),tensor(94.9388),tensor(108.2088)
3,2023-12-18,S003_P0020,TimesFM,tensor(29.6633),tensor(70.2735),tensor(75.6051),tensor(30.4917),tensor(72.6326),tensor(78.0122)
3,2023-12-18,S004_P0001,TimesFM,tensor(71.6198),tensor(142.6545),tensor(156.8814),tensor(71.0818),tensor(145.7551),tensor(168.9440)
3,2023-12-18,S004_P0002,TimesFM,tensor(38.6600),tensor(131.6103),tensor(159.1590),tensor(36.9310),tensor(125.7959),tensor(138.8576)
3,2023-12-18,S004_P0003,TimesFM,tensor(41.5051),tensor(129.6663),tensor(135.5670),tensor(74.9729),tensor(209.1224),tensor(226.9552)
3,2023-12-18,S004_P0004,TimesFM,tensor(41.4194),tensor(109.3429),tensor(128.2159),tensor(44.4047),tensor(116.8163),tensor(133.3336)
3,2023-12-18,S004_P0005,TimesFM,tensor(38.3822),tensor(94.5874),tensor(112.8019),tensor(39.0968),tensor(97.5918),tensor(113.8520)
3,2023-12-18,S004_P0006,TimesFM,tensor(64.4739),tensor(146.5600),tensor(159.8144),tensor(68.9984),tensor(171.4898),tensor(191.9817)
3,2023-12-18,S004_P0007,TimesFM,tensor(41.7822),tensor(133.2717),tensor(149.5606),tensor(37.5004),tensor(120.8367),tensor(130.5745)
3,2023-12-18,S004_P0008,TimesFM,tensor(44.9466),tensor(107.2464),tensor(119.9427),tensor(45.1500),tensor(107.5714),tensor(119.3321)
3,2023-12-18,S004_P0009,TimesFM,tensor(25.4686),tensor(70.6204),tensor(77.8980),tensor(29.2832),tensor(83.5510),tensor(100.1863)
3,2023-12-18,S004_P0010,TimesFM,tensor(38.0212),tensor(116.3177),tensor(128.6388),tensor(31.7515),tensor(98.8571),tensor(114.2178)
3,2023-12-18,S004_P0011,TimesFM,tensor(45.4139),tensor(124.5783),tensor(147.3046),tensor(45.6426),tensor(125.2653),tensor(145.7022)
3,2023-12-18,S004_P0012,TimesFM,tensor(68.9357),tensor(166.8958),tensor(173.8853),tensor(69.9885),tensor(168.7551),tensor(174.6671)
3,2023-12-18,S004_P0013,TimesFM,tensor(46.5165),tensor(144.6186),tensor(162.5797),tensor(47.0059),tensor(146.),tensor(163.9390)
3,2023-12-18,S004_P0014,TimesFM,tensor(36.1164),tensor(115.1068),tensor(131.8384),tensor(45.4188),tensor(139.7551),tensor(161.8146)
3,2023-12-18,S004_P0015,TimesFM,tensor(50.9364),tensor(115.4055),tensor(129.5779),tensor(49.9685),tensor(111.8979),tensor(124.2958)
3,2023-12-18,S004_P0016,TimesFM,tensor(61.1205),tensor(150.4429),tensor(160.5582),tensor(61.3517),tensor(154.0408),tensor(170.0470)
3,2023-12-18,S004_P0017,TimesFM,tensor(35.1421),tensor(76.7378),tensor(90.9484),tensor(31.7855),tensor(66.9796),tensor(74.4372)
3,2023-12-18,S004_P0018,TimesFM,tensor(48.0078),tensor(108.3307),tensor(136.7219),tensor(51.1309),tensor(112.5714),tensor(135.2416)
3,2023-12-18,S004_P0019,TimesFM,tensor(34.7543),tensor(102.1094),tensor(123.2255),tensor(39.1172),tensor(113.3469),tensor(152.1114)
3,2023-12-18,S004_P0020,TimesFM,tensor(33.9744),tensor(115.2992),tensor(136.0286),tensor(26.8021),tensor(93.0816),tensor(101.3453)
3,2023-12-18,S005_P0001,TimesFM,tensor(37.3471),tensor(94.9543),tensor(109.2256),tensor(33.6036),tensor(87.9184),tensor(123.7544)
3,2023-12-18,S005_P0002,TimesFM,tensor(53.6991),tensor(148.6376),tensor(164.0586),tensor(55.7997),tensor(158.0816),tensor(164.2179)
3,2023-12-18,S005_P0003,TimesFM,tensor(54.2742),tensor(141.2894),tensor(147.7555),tensor(58.5118),tensor(150.7959),tensor(162.4946)
3,2023-12-18,S005_P0004,TimesFM,tensor(44.4326),tensor(101.9645),tensor(124.4952),tensor(46.8358),tensor(106.6531),tensor(128.3002)
3,2023-12-18,S005_P0005,TimesFM,tensor(54.2453),tensor(127.9315),tensor(151.3548),tensor(53.7049),tensor(124.8367),tensor(144.8183)
3,2023-12-18,S005_P0006,TimesFM,tensor(36.5089),tensor(105.3749),tensor(116.1125),tensor(31.6245),tensor(91.8776),tensor(104.4289)
3,2023-12-18,S005_P0007,TimesFM,tensor(68.8799),tensor(153.2441),tensor(167.1371),tensor(67.5559),tensor(143.0204),tensor(154.1720)
3,2023-12-18,S005_P0008,TimesFM,tensor(55.3959),tensor(121.6089),tensor(137.0176),tensor(55.8394),tensor(122.1633),tensor(135.8285)
3,2023-12-18,S005_P0009,TimesFM,tensor(40.6907),tensor(110.8175),tensor(136.0086),tensor(37.8237),tensor(103.3469),tensor(123.6077)
3,2023-12-18,S005_P0010,TimesFM,tensor(41.4289),tensor(97.2156),tensor(118.9536),tensor(42.4051),tensor(100.0612),tensor(120.6740)
3,2023-12-18,S005_P0011,TimesFM,tensor(36.6089),tensor(98.0463),tensor(119.9242),tensor(36.3626),tensor(97.0204),tensor(118.8671)
3,2023-12-18,S005_P0012,TimesFM,tensor(52.5094),tensor(112.1990),tensor(138.4265),tensor(64.2870),tensor(160.5918),tensor(186.7280)
3,2023-12-18,S005_P0013,TimesFM,tensor(44.5539),tensor(121.0910),tensor(139.0077),tensor(46.4116),tensor(134.0816),tensor(165.4241)
3,2023-12-18,S005_P0014,TimesFM,tensor(40.0788),tensor(102.9161),tensor(119.5701),tensor(38.6701),tensor(100.6939),tensor(123.2780)
3,2023-12-18,S005_P0015,TimesFM,tensor(33.8104),tensor(94.8676),tensor(107.4154),tensor(33.6564),tensor(94.4082),tensor(108.2584)
3,2023-12-18,S005_P0016,TimesFM,tensor(25.5151),tensor(75.9155),tensor(92.6822),tensor(29.7607),tensor(88.8163),tensor(95.2119)
3,2023-12-18,S005_P0017,TimesFM,tensor(48.1920),tensor(131.3574),tensor(142.9140),tensor(46.6982),tensor(131.6327),tensor(155.5631)
3,2023-12-18,S005_P0018,TimesFM,tensor(48.3935),tensor(114.6180),tensor(128.6670),tensor(47.3811),tensor(116.3469),tensor(144.1569)
3,2023-12-18,S005_P0019,TimesFM,tensor(29.3675),tensor(85.5609),tensor(102.9898),tensor(36.1146),tensor(112.8367),tensor(131.8508)
3,2023-12-18,S005_P0020,TimesFM,tensor(29.1245),tensor(95.4371),tensor(116.0230),tensor(36.7593),tensor(116.1429),tensor(135.5249)
4,2023-12-25,S001_P0001,TimesFM,tensor(43.9722),tensor(92.5606),tensor(109.3188),tensor(59.0482),tensor(143.),tensor(158.9146)
4,2023-12-25,S001_P0002,TimesFM,tensor(66.0477),tensor(147.4191),tensor(154.2136),tensor(71.2325),tensor(168.8571),tensor(182.3137)
4,2023-12-25,S001_P0003,TimesFM,tensor(23.1932),tensor(71.8293),tensor(78.6040),tensor(32.8682),tensor(96.7143),tensor(121.9581)
4,2023-12-25,S001_P0004,TimesFM,tensor(41.4359),tensor(95.9710),tensor(114.9998),tensor(42.2895),tensor(96.3878),tensor(108.9861)
4,2023-12-25,S001_P0005,TimesFM,tensor(46.1687),tensor(119.9047),tensor(140.8401),tensor(46.9767),tensor(122.2041),tensor(141.9909)
4,2023-12-25,S001_P0006,TimesFM,tensor(55.2197),tensor(120.1993),tensor(137.3235),tensor(60.2482),tensor(145.1633),tensor(180.5034)
4,2023-12-25,S001_P0007,TimesFM,tensor(41.4388),tensor(111.4873),tensor(121.1047),tensor(36.0921),tensor(97.4694),tensor(113.1003)
4,2023-12-25,S001_P0008,TimesFM,tensor(49.0299),tensor(125.7152),tensor(147.4551),tensor(48.8826),tensor(124.9796),tensor(144.6242)
4,2023-12-25,S001_P0009,TimesFM,tensor(55.9326),tensor(126.7429),tensor(131.9480),tensor(56.2392),tensor(129.0204),tensor(136.0153)
4,2023-12-25,S001_P0010,TimesFM,tensor(56.7573),tensor(123.8782),tensor(137.6193),tensor(59.8505),tensor(135.2653),tensor(149.3403)
4,2023-12-25,S001_P0011,TimesFM,tensor(40.8532),tensor(114.0720),tensor(129.1920),tensor(39.5217),tensor(111.1020),tensor(126.3345)
4,2023-12-25,S001_P0012,TimesFM,tensor(30.3431),tensor(98.7113),tensor(119.1963),tensor(40.8445),tensor(125.9184),tensor(151.7509)
4,2023-12-25,S001_P0013,TimesFM,tensor(55.1578),tensor(175.3324),tensor(183.4048),tensor(49.7110),tensor(159.7959),tensor(163.2313)
4,2023-12-25,S001_P0014,TimesFM,tensor(50.7191),tensor(126.4440),tensor(144.4658),tensor(51.6225),tensor(129.1020),tensor(143.7523)
4,2023-12-25,S001_P0015,TimesFM,tensor(40.0806),tensor(97.4323),tensor(103.0262),tensor(41.6077),tensor(102.2653),tensor(108.6901)
4,2023-12-25,S001_P0016,TimesFM,tensor(47.2137),tensor(114.0672),tensor(121.6712),tensor(48.9140),tensor(122.6735),tensor(142.6000)
4,2023-12-25,S001_P0017,TimesFM,tensor(51.1007),tensor(143.4931),tensor(149.6545),tensor(54.6074),tensor(152.3265),tensor(170.0804)
4,2023-12-25,S001_P0018,TimesFM,tensor(42.9607),tensor(106.6758),tensor(124.6170),tensor(41.9441),tensor(103.3673),tensor(123.1383)
4,2023-12-25,S001_P0019,TimesFM,tensor(32.0661),tensor(90.7341),tensor(101.8102),tensor(31.2729),tensor(88.3061),tensor(98.8176)
4,2023-12-25,S001_P0020,TimesFM,tensor(71.5709),tensor(141.7836),tensor(156.4937),tensor(71.2468),tensor(139.6122),tensor(152.8660)
4,2023-12-25,S002_P0001,TimesFM,tensor(23.3530),tensor(79.9655),tensor(109.3147),tensor(37.5076),tensor(116.7143),tensor(149.7154)
4,2023-12-25,S002_P0002,TimesFM,tensor(41.0144),tensor(115.4901),tensor(134.6546),tensor(41.7800),tensor(117.5510),tensor(138.8338)
4,2023-12-25,S002_P0003,TimesFM,tensor(44.8706),tensor(99.5612),tensor(117.0854),tensor(49.2523),tensor(114.0612),tensor(130.4398)
4,2023-12-25,S002_P0004,TimesFM,tensor(50.8491),tensor(132.4428),tensor(150.4878),tensor(50.4709),tensor(131.9388),tensor(147.7552)
4,2023-12-25,S002_P0005,TimesFM,tensor(37.5981),tensor(101.4546),tensor(118.3124),tensor(31.1970),tensor(81.2653),tensor(105.8233)
4,2023-12-25,S002_P0006,TimesFM,tensor(17.6273),tensor(47.5513),tensor(60.7165),tensor(23.6625),tensor(61.5306),tensor(80.1803)
4,2023-12-25,S002_P0007,TimesFM,tensor(36.0760),tensor(95.3931),tensor(113.0205),tensor(37.4981),tensor(100.8163),tensor(119.6348)
4,2023-12-25,S002_P0008,TimesFM,tensor(32.1272),tensor(82.7494),tensor(98.4023),tensor(34.6482),tensor(91.6327),tensor(106.7216)
4,2023-12-25,S002_P0009,TimesFM,tensor(37.6274),tensor(112.6224),tensor(130.9749),tensor(39.3428),tensor(117.7755),tensor(129.5916)
4,2023-12-25,S002_P0010,TimesFM,tensor(49.0027),tensor(118.2055),tensor(129.4952),tensor(48.2590),tensor(115.7347),tensor(128.9864)
4,2023-12-25,S002_P0011,TimesFM,tensor(42.9595),tensor(99.6956),tensor(124.1815),tensor(44.7302),tensor(105.5306),tensor(128.3267)
4,2023-12-25,S002_P0012,TimesFM,tensor(54.6043),tensor(125.2728),tensor(142.6836),tensor(64.9608),tensor(175.1837),tensor(208.2150)
4,2023-12-25,S002_P0013,TimesFM,tensor(26.1243),tensor(66.1425),tensor(75.7855),tensor(27.0474),tensor(68.3877),tensor(76.3578)
4,2023-12-25,S002_P0014,TimesFM,tensor(48.7338),tensor(106.5591),tensor(119.3818),tensor(47.2227),tensor(106.6939),tensor(139.2264)
4,2023-12-25,S002_P0015,TimesFM,tensor(55.5056),tensor(120.3410),tensor(141.8833),tensor(60.3532),tensor(127.7551),tensor(142.8646)
4,2023-12-25,S002_P0016,TimesFM,tensor(52.0799),tensor(136.1461),tensor(144.5863),tensor(41.1904),tensor(109.8571),tensor(161.0515)
4,2023-12-25,S002_P0017,TimesFM,tensor(55.2290),tensor(132.3925),tensor(158.8095),tensor(57.0212),tensor(134.7143),tensor(162.4522)
4,2023-12-25,S002_P0018,TimesFM,tensor(33.6154),tensor(102.0946),tensor(117.9113),tensor(33.2115),tensor(101.1429),tensor(122.2830)
4,2023-12-25,S002_P0019,TimesFM,tensor(49.4069),tensor(125.9548),tensor(139.1389),tensor(59.4856),tensor(148.8775),tensor(162.3041)
4,2023-12-25,S002_P0020,TimesFM,tensor(53.9514),tensor(146.8118),tensor(158.6380),tensor(65.5240),tensor(173.9592),tensor(192.8470)
4,2023-12-25,S003_P0001,TimesFM,tensor(37.0461),tensor(109.2810),tensor(119.1733),tensor(36.0612),tensor(106.5918),tensor(113.9209)
4,2023-12-25,S003_P0002,TimesFM,tensor(28.9768),tensor(103.9356),tensor(121.2585),tensor(29.1892),tensor(104.5714),tensor(121.7619)
4,2023-12-25,S003_P0003,TimesFM,tensor(52.4375),tensor(113.3806),tensor(123.6311),tensor(54.2729),tensor(114.9592),tensor(127.8343)
4,2023-12-25,S003_P0004,TimesFM,tensor(29.9701),tensor(64.6444),tensor(88.6828),tensor(29.0686),tensor(61.3469),tensor(81.7732)
4,2023-12-25,S003_P0005,TimesFM,tensor(58.4547),tensor(155.9842),tensor(167.8001),tensor(80.7829),tensor(206.0816),tensor(238.0796)
4,2023-12-25,S003_P0006,TimesFM,tensor(25.8796),tensor(77.3714),tensor(98.1161),tensor(39.0719),tensor(109.2653),tensor(136.9841)
4,2023-12-25,S003_P0007,TimesFM,tensor(45.3596),tensor(131.4459),tensor(136.3143),tensor(43.9727),tensor(127.8163),tensor(132.3032)
4,2023-12-25,S003_P0008,TimesFM,tensor(35.5798),tensor(79.7782),tensor(94.7557),tensor(35.8030),tensor(80.7755),tensor(99.6365)
4,2023-12-25,S003_P0009,TimesFM,tensor(30.4673),tensor(89.1560),tensor(100.1425),tensor(32.0531),tensor(93.8571),tensor(121.1062)
4,2023-12-25,S003_P0010,TimesFM,tensor(47.8547),tensor(99.0193),tensor(112.0878),tensor(40.1271),tensor(78.1020),tensor(96.3731)
4,2023-12-25,S003_P0011,TimesFM,tensor(30.5772),tensor(81.0673),tensor(98.5851),tensor(24.0956),tensor(65.5510),tensor(109.3857)
4,2023-12-25,S003_P0012,TimesFM,tensor(53.3042),tensor(119.7369),tensor(138.6953),tensor(57.1472),tensor(133.1633),tensor(150.6615)
4,2023-12-25,S003_P0013,TimesFM,tensor(48.2551),tensor(105.3949),tensor(129.1570),tensor(48.5064),tensor(105.1225),tensor(125.9398)
4,2023-12-25,S003_P0014,TimesFM,tensor(34.1780),tensor(99.7148),tensor(119.3397),tensor(28.2696),tensor(83.1020),tensor(114.0850)
4,2023-12-25,S003_P0015,TimesFM,tensor(34.7982),tensor(105.6624),tensor(130.8078),tensor(45.8311),tensor(134.1225),tensor(167.4684)
4,2023-12-25,S003_P0016,TimesFM,tensor(56.1005),tensor(118.6915),tensor(131.2563),tensor(55.8432),tensor(116.1020),tensor(125.5607)
4,2023-12-25,S003_P0017,TimesFM,tensor(37.3604),tensor(105.9642),tensor(121.7165),tensor(42.9666),tensor(120.7143),tensor(131.9778)
4,2023-12-25,S003_P0018,TimesFM,tensor(77.9766),tensor(140.3818),tensor(148.3191),tensor(79.9784),tensor(147.2857),tensor(154.8313)
4,2023-12-25,S003_P0019,TimesFM,tensor(38.5026),tensor(111.2366),tensor(132.6619),tensor(40.2227),tensor(115.8163),tensor(142.7906)
4,2023-12-25,S003_P0020,TimesFM,tensor(62.0320),tensor(136.0163),tensor(147.2243),tensor(51.5152),tensor(106.9184),tensor(131.3897)
4,2023-12-25,S004_P0001,TimesFM,tensor(58.8546),tensor(140.9770),tensor(155.9621),tensor(48.5712),tensor(118.5510),tensor(169.9125)
4,2023-12-25,S004_P0002,TimesFM,tensor(27.6853),tensor(83.5477),tensor(93.3500),tensor(19.6723),tensor(61.2245),tensor(79.8741)
4,2023-12-25,S004_P0003,TimesFM,tensor(43.3176),tensor(91.4773),tensor(117.9299),tensor(52.7337),tensor(132.0000),tensor(168.4462)
4,2023-12-25,S004_P0004,TimesFM,tensor(69.1210),tensor(134.3045),tensor(146.4001),tensor(69.8400),tensor(136.8367),tensor(149.5961)
4,2023-12-25,S004_P0005,TimesFM,tensor(44.6218),tensor(110.4010),tensor(130.8146),tensor(43.5496),tensor(107.0816),tensor(133.5613)
4,2023-12-25,S004_P0006,TimesFM,tensor(45.1696),tensor(108.8172),tensor(126.2348),tensor(57.6958),tensor(135.3469),tensor(153.5789)
4,2023-12-25,S004_P0007,TimesFM,tensor(32.2148),tensor(84.5658),tensor(107.1356),tensor(41.3187),tensor(113.8776),tensor(126.3788)
4,2023-12-25,S004_P0008,TimesFM,tensor(57.3940),tensor(141.0229),tensor(151.6629),tensor(57.8282),tensor(142.3061),tensor(152.8202)
4,2023-12-25,S004_P0009,TimesFM,tensor(48.2810),tensor(112.8519),tensor(132.3039),tensor(47.6112),tensor(110.8571),tensor(132.3567)
4,2023-12-25,S004_P0010,TimesFM,tensor(38.0631),tensor(78.8466),tensor(101.3330),tensor(42.4709),tensor(94.6327),tensor(121.3459)
4,2023-12-25,S004_P0011,TimesFM,tensor(50.3015),tensor(108.1601),tensor(121.4469),tensor(43.9811),tensor(94.2449),tensor(122.9991)
4,2023-12-25,S004_P0012,TimesFM,tensor(43.1414),tensor(112.0443),tensor(130.0277),tensor(44.8044),tensor(118.1837),tensor(139.6647)
4,2023-12-25,S004_P0013,TimesFM,tensor(45.3637),tensor(89.5541),tensor(107.8567),tensor(54.8622),tensor(122.3265),tensor(146.4533)
4,2023-12-25,S004_P0014,TimesFM,tensor(56.5486),tensor(127.6742),tensor(146.3115),tensor(56.6923),tensor(128.0612),tensor(146.1325)
4,2023-12-25,S004_P0015,TimesFM,tensor(20.3189),tensor(58.9792),tensor(68.2060),tensor(25.0573),tensor(71.3061),tensor(88.0714)
4,2023-12-25,S004_P0016,TimesFM,tensor(33.3903),tensor(89.1964),tensor(101.6000),tensor(35.2045),tensor(93.6327),tensor(104.7937)
4,2023-12-25,S004_P0017,TimesFM,tensor(35.3042),tensor(108.3621),tensor(122.3497),tensor(38.6656),tensor(117.5714),tensor(133.7231)
4,2023-12-25,S004_P0018,TimesFM,tensor(48.3319),tensor(94.1300),tensor(119.6830),tensor(53.6566),tensor(101.1837),tensor(112.0616)
4,2023-12-25,S004_P0019,TimesFM,tensor(43.4232),tensor(119.0676),tensor(130.9318),tensor(41.5385),tensor(114.3878),tensor(124.9187)
4,2023-12-25,S004_P0020,TimesFM,tensor(24.2529),tensor(66.7806),tensor(79.3022),tensor(38.9116),tensor(117.9592),tensor(129.1018)
4,2023-12-25,S005_P0001,TimesFM,tensor(54.3148),tensor(114.9478),tensor(133.1832),tensor(54.2123),tensor(115.1020),tensor(133.1378)
4,2023-12-25,S005_P0002,TimesFM,tensor(36.4464),tensor(95.7987),tensor(106.9553),tensor(35.7277),tensor(94.1837),tensor(106.5895)
4,2023-12-25,S005_P0003,TimesFM,tensor(40.0531),tensor(109.9054),tensor(133.8143),tensor(41.1716),tensor(113.2041),tensor(138.3172)
4,2023-12-25,S005_P0004,TimesFM,tensor(54.7162),tensor(123.8847),tensor(142.5091),tensor(44.7402),tensor(94.),tensor(117.6921)
4,2023-12-25,S005_P0005,TimesFM,tensor(69.7729),tensor(181.7952),tensor(183.7981),tensor(69.2883),tensor(181.1429),tensor(183.0847)
4,2023-12-25,S005_P0006,TimesFM,tensor(50.5884),tensor(124.7920),tensor(148.2675),tensor(48.1491),tensor(119.6531),tensor(148.2924)
4,2023-12-25,S005_P0007,TimesFM,tensor(53.2405),tensor(144.2205),tensor(156.6917),tensor(58.5689),tensor(156.4694),tensor(173.7025)
4,2023-12-25,S005_P0008,TimesFM,tensor(42.5774),tensor(106.2421),tensor(131.3364),tensor(43.7830),tensor(106.2653),tensor(137.0858)
4,2023-12-25,S005_P0009,TimesFM,tensor(34.7799),tensor(91.0623),tensor(96.9831),tensor(36.9132),tensor(97.1633),tensor(101.4856)
4,2023-12-25,S005_P0010,TimesFM,tensor(47.7320),tensor(108.8999),tensor(119.9248),tensor(42.1875),tensor(92.2857),tensor(106.6650)
4,2023-12-25,S005_P0011,TimesFM,tensor(45.2271),tensor(93.6744),tensor(121.4363),tensor(46.9709),tensor(100.3673),tensor(129.0586)
4,2023-12-25,S005_P0012,TimesFM,tensor(75.3785),tensor(148.1011),tensor(160.8642),tensor(53.0654),tensor(84.0204),tensor(90.3489)
4,2023-12-25,S005_P0013,TimesFM,tensor(30.5326),tensor(83.3360),tensor(110.2190),tensor(31.6627),tensor(86.0816),tensor(114.8843)
4,2023-12-25,S005_P0014,TimesFM,tensor(34.3286),tensor(103.6155),tensor(129.2496),tensor(36.2209),tensor(109.3878),tensor(126.2141)
4,2023-12-25,S005_P0015,TimesFM,tensor(59.7140),tensor(136.4029),tensor(155.5179),tensor(59.6959),tensor(136.8163),tensor(155.5264)
4,2023-12-25,S005_P0016,TimesFM,tensor(54.7737),tensor(147.0949),tensor(164.9270),tensor(55.2318),tensor(148.0612),tensor(165.7870)
4,2023-12-25,S005_P0017,TimesFM,tensor(29.2077),tensor(82.1012),tensor(90.7257),tensor(31.4099),tensor(88.2041),tensor(96.5182)
4,2023-12-25,S005_P0018,TimesFM,tensor(59.4541),tensor(126.8488),tensor(136.4309),tensor(60.1096),tensor(129.),tensor(138.2281)
4,2023-12-25,S005_P0019,TimesFM,tensor(36.9559),tensor(104.7635),tensor(116.9175),tensor(36.2084),tensor(102.3265),tensor(115.2993)
4,2023-12-25,S005_P0020,TimesFM,tensor(40.8119),tensor(91.4620),tensor(116.2477),tensor(49.2027),tensor(122.7143),tensor(147.2204)
